category,name,brand,price,stock_quantity,attributes,image_url,description,currency
CPU,CPU Model 455 Rev-29,AMD,41687.49,100,{'socket': 'LGA1700'},https://example.com/cpu_model_455_rev-29.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 612 Rev-76,AMD,25412.86,42,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_612_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 159 Rev-85,Corsair,88226.89,25,{'socket': 'LGA1700'},https://example.com/ssd_model_159_rev-85.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 255 Rev-5,NVIDIA,49018.48,51,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_255_rev-5.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 727 Rev-30,NVIDIA,4336.03,13,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_727_rev-30.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 408 Rev-83,Patriot,4957.8,39,{'speed': '3200MHz'},https://example.com/ram_model_408_rev-83.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 512 Rev-51,Corsair,53626.64,82,{'speed': '3200MHz'},https://example.com/cpu_model_512_rev-51.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 711 Rev-98,Corsair,28646.52,78,{'socket': 'LGA1700'},https://example.com/motherboard_model_711_rev-98.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 471 Rev-41,Kingston,164132.15,77,{'socket': 'LGA1700'},https://example.com/gpu_model_471_rev-41.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 374 Rev-39,Seagate,61568.83,100,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_374_rev-39.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Motherboard,Motherboard Model 626 Rev-37,Gigabyte,32661.79,26,{'socket': 'LGA1700'},https://example.com/motherboard_model_626_rev-37.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 244 Rev-42,Gigabyte,21793.04,14,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_244_rev-42.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 450 Rev-90,Gigabyte,8570.6,29,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_450_rev-90.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 619 Rev-9,AMD,28662.03,32,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_619_rev-9.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 457 Rev-71,AMD,35628.48,36,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_457_rev-71.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 811 Rev-32,NVIDIA,5817.38,82,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_811_rev-32.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 969 Rev-59,Kingston,38236.3,90,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_969_rev-59.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 946 Rev-65,AMD,32278.27,57,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_946_rev-65.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 329 Rev-1,Corsair,12731.77,74,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_329_rev-1.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 288 Rev-60,Seagate,227810.29,28,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_288_rev-60.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 870 Rev-87,Corsair,36613.06,38,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_870_rev-87.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 311 Rev-50,Corsair,49725.4,76,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_311_rev-50.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 895 Rev-83,Gigabyte,34293.37,48,{'socket': 'LGA1700'},https://example.com/psu_model_895_rev-83.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 368 Rev-21,Seagate,29240.78,26,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_368_rev-21.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 941 Rev-27,AMD,13130.83,74,{'socket': 'LGA1700'},https://example.com/cpu_model_941_rev-27.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 698 Rev-67,AMD,15300.72,54,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_698_rev-67.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 650 Rev-2,Gigabyte,37519.3,35,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_650_rev-2.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 524 Rev-74,Corsair,32120.27,52,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_524_rev-74.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 575 Rev-41,Patriot,25637.54,81,{'speed': '3200MHz'},https://example.com/motherboard_model_575_rev-41.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 664 Rev-56,Kingston,42117.03,19,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_664_rev-56.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 574 Rev-19,Corsair,99851.9,35,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_574_rev-19.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 851 Rev-69,NVIDIA,39080.65,88,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_851_rev-69.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 810 Rev-52,Intel,92073.8,29,{'speed': '3200MHz'},https://example.com/ssd_model_810_rev-52.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 517 Rev-41,Corsair,46294.24,50,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_517_rev-41.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 615 Rev-44,Intel,53199.91,98,{'speed': '3200MHz'},https://example.com/case_model_615_rev-44.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 823 Rev-89,Intel,47252.18,91,{'socket': 'LGA1700'},https://example.com/case_model_823_rev-89.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 338 Rev-19,Seagate,12629.1,13,{'socket': 'LGA1700'},https://example.com/hdd_model_338_rev-19.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 957 Rev-3,Corsair,141994.48,79,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_957_rev-3.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 957 Rev-90,Corsair,68073.87,17,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_957_rev-90.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 435 Rev-93,Gigabyte,5116.14,19,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_435_rev-93.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 329 Rev-33,Seagate,45484.61,98,{'speed': '3200MHz'},https://example.com/case_model_329_rev-33.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 829 Rev-98,NVIDIA,25396.93,37,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_829_rev-98.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 387 Rev-45,NVIDIA,25545.82,27,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_387_rev-45.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 542 Rev-7,Intel,37747.93,51,{'socket': 'LGA1700'},https://example.com/motherboard_model_542_rev-7.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
GPU,GPU Model 365 Rev-41,Corsair,231379.02,74,{'socket': 'LGA1700'},https://example.com/gpu_model_365_rev-41.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 199 Rev-49,Patriot,9752.5,44,{'socket': 'LGA1700'},https://example.com/hdd_model_199_rev-49.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 659 Rev-74,Corsair,30686.93,33,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_659_rev-74.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 985 Rev-90,Kingston,31037.36,72,{'socket': 'LGA1700'},https://example.com/ram_model_985_rev-90.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
HDD,HDD Model 943 Rev-3,Kingston,17345.81,44,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_943_rev-3.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 196 Rev-14,Corsair,21506.99,77,{'speed': '3200MHz'},https://example.com/psu_model_196_rev-14.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 835 Rev-96,Corsair,37795.24,92,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_835_rev-96.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 910 Rev-45,Seagate,40450.83,40,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_910_rev-45.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 821 Rev-7,AMD,35934.27,73,{'socket': 'LGA1700'},https://example.com/case_model_821_rev-7.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 143 Rev-10,Patriot,49846.6,44,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_143_rev-10.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 166 Rev-88,Intel,48485.78,96,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_166_rev-88.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 639 Rev-69,Seagate,31229.59,10,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_639_rev-69.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 890 Rev-62,Corsair,47235.61,77,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_890_rev-62.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 936 Rev-43,NVIDIA,33190.59,95,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_936_rev-43.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 522 Rev-69,Seagate,27002.28,64,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_522_rev-69.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 367 Rev-47,Patriot,31339.98,44,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_367_rev-47.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 782 Rev-84,Patriot,33944.83,96,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_782_rev-84.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 711 Rev-81,Seagate,42026.64,56,{'speed': '3200MHz'},https://example.com/motherboard_model_711_rev-81.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 767 Rev-11,Corsair,43752.73,47,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_767_rev-11.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
HDD,HDD Model 468 Rev-61,NVIDIA,47519.92,46,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_468_rev-61.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
SSD,SSD Model 748 Rev-98,Seagate,37364.99,63,{'socket': 'LGA1700'},https://example.com/ssd_model_748_rev-98.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 393 Rev-48,Patriot,208251.37,45,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_393_rev-48.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 775 Rev-68,AMD,22646.37,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_775_rev-68.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 402 Rev-9,Kingston,39867.13,13,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_402_rev-9.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 434 Rev-96,NVIDIA,54511.76,85,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_434_rev-96.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 345 Rev-68,NVIDIA,27496.39,41,{'speed': '3200MHz'},https://example.com/ram_model_345_rev-68.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 675 Rev-18,NVIDIA,19833.88,38,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_675_rev-18.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 554 Rev-36,Kingston,21898.11,77,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_554_rev-36.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 609 Rev-46,Corsair,49705.32,91,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_609_rev-46.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 480 Rev-36,Intel,38602.69,90,{'socket': 'LGA1700'},https://example.com/motherboard_model_480_rev-36.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 489 Rev-57,Seagate,49224.56,45,{'speed': '3200MHz'},https://example.com/motherboard_model_489_rev-57.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 296 Rev-46,Intel,30649.56,54,{'socket': 'LGA1700'},https://example.com/ssd_model_296_rev-46.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 121 Rev-61,AMD,13261.72,76,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_121_rev-61.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 995 Rev-95,Seagate,22602.3,39,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_995_rev-95.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 931 Rev-98,Intel,9628.62,48,{'socket': 'LGA1700'},https://example.com/ssd_model_931_rev-98.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 341 Rev-50,Gigabyte,32104.24,65,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_341_rev-50.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 462 Rev-66,Seagate,98682.5,67,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_462_rev-66.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 948 Rev-61,Patriot,40317.95,15,{'speed': '3200MHz'},https://example.com/cpu_model_948_rev-61.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 729 Rev-57,Intel,115485.15,38,{'speed': '3200MHz'},https://example.com/gpu_model_729_rev-57.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 386 Rev-42,AMD,20286.85,61,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_386_rev-42.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Motherboard,Motherboard Model 111 Rev-84,Seagate,39982.53,53,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_111_rev-84.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 459 Rev-15,Corsair,11570.27,26,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_459_rev-15.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 829 Rev-29,Seagate,58791.66,70,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_829_rev-29.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 888 Rev-59,NVIDIA,59555.56,84,{'speed': '3200MHz'},https://example.com/motherboard_model_888_rev-59.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 127 Rev-11,Intel,41810.39,91,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_127_rev-11.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 663 Rev-85,Intel,89660.08,57,{'socket': 'LGA1700'},https://example.com/ssd_model_663_rev-85.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 391 Rev-23,Intel,24604.02,15,{'speed': '3200MHz'},https://example.com/case_model_391_rev-23.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
SSD,SSD Model 133 Rev-71,Corsair,95421.42,41,{'socket': 'LGA1700'},https://example.com/ssd_model_133_rev-71.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
