category,name,brand,price,stock_quantity,attributes,image_url,description
HDD,HDD Model 457 Rev-71,AMD,161.17,36,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_457_rev-71.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 811 Rev-32,NVIDIA,332.54,82,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_811_rev-32.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 969 Rev-59,Kingston,602.12,90,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_969_rev-59.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 946 Rev-65,AMD,822.08,57,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_946_rev-65.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
CPU,CPU Model 329 Rev-1,Corsair,675.55,74,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_329_rev-1.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 288 Rev-60,Seagate,908.1,28,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_288_rev-60.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 870 Rev-87,Corsair,929.16,38,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_870_rev-87.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 311 Rev-50,Corsair,585.56,76,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_311_rev-50.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 895 Rev-83,Gigabyte,842.82,48,{'socket': 'LGA1700'},https://example.com/psu_model_895_rev-83.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 368 Rev-21,Seagate,605.49,26,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_368_rev-21.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 941 Rev-27,AMD,155.92,74,{'socket': 'LGA1700'},https://example.com/cpu_model_941_rev-27.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 698 Rev-67,AMD,435.1,54,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_698_rev-67.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 650 Rev-2,Gigabyte,982.76,35,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_650_rev-2.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 524 Rev-74,Corsair,768.64,52,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_524_rev-74.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 575 Rev-41,Patriot,226.85,81,{'speed': '3200MHz'},https://example.com/motherboard_model_575_rev-41.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 664 Rev-56,Kingston,787.37,19,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_664_rev-56.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 574 Rev-19,Corsair,102.54,35,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_574_rev-19.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 851 Rev-69,NVIDIA,972.39,88,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_851_rev-69.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 810 Rev-52,Intel,682.03,29,{'speed': '3200MHz'},https://example.com/ssd_model_810_rev-52.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 517 Rev-41,Corsair,670.48,50,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_517_rev-41.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 615 Rev-44,Intel,172.18,98,{'speed': '3200MHz'},https://example.com/case_model_615_rev-44.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 823 Rev-89,Intel,195.8,91,{'socket': 'LGA1700'},https://example.com/case_model_823_rev-89.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 338 Rev-19,Seagate,119.78,13,{'socket': 'LGA1700'},https://example.com/hdd_model_338_rev-19.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 957 Rev-3,Corsair,411.74,79,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_957_rev-3.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 957 Rev-90,Corsair,108.84,17,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_957_rev-90.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 435 Rev-93,Gigabyte,113.83,19,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_435_rev-93.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 329 Rev-33,Seagate,640.37,98,{'speed': '3200MHz'},https://example.com/case_model_329_rev-33.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 829 Rev-98,NVIDIA,455.44,37,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_829_rev-98.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 387 Rev-45,NVIDIA,130.63,27,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_387_rev-45.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 542 Rev-7,Intel,475.01,51,{'socket': 'LGA1700'},https://example.com/motherboard_model_542_rev-7.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 365 Rev-41,Corsair,147.75,74,{'socket': 'LGA1700'},https://example.com/gpu_model_365_rev-41.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 199 Rev-49,Patriot,402.77,44,{'socket': 'LGA1700'},https://example.com/hdd_model_199_rev-49.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 659 Rev-74,Corsair,80.8,33,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_659_rev-74.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 985 Rev-90,Kingston,171.08,72,{'socket': 'LGA1700'},https://example.com/ram_model_985_rev-90.jpg,A reliable motherboard designed for overclocking and heavy usage.
HDD,HDD Model 943 Rev-3,Kingston,289.96,44,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_943_rev-3.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 196 Rev-14,Corsair,841.61,77,{'speed': '3200MHz'},https://example.com/psu_model_196_rev-14.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 835 Rev-96,Corsair,973.6,92,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_835_rev-96.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 910 Rev-45,Seagate,567.93,40,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_910_rev-45.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 821 Rev-7,AMD,966.85,73,{'socket': 'LGA1700'},https://example.com/case_model_821_rev-7.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 143 Rev-10,Patriot,331.92,44,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_143_rev-10.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 166 Rev-88,Intel,391.48,96,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_166_rev-88.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 639 Rev-69,Seagate,534.25,10,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_639_rev-69.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 890 Rev-62,Corsair,459.26,77,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_890_rev-62.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
CPU,CPU Model 936 Rev-43,NVIDIA,435.85,95,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_936_rev-43.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 522 Rev-69,Seagate,631.74,64,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_522_rev-69.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 367 Rev-47,Patriot,877.39,44,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_367_rev-47.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 782 Rev-84,Patriot,538.32,96,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_782_rev-84.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 711 Rev-81,Seagate,95.87,56,{'speed': '3200MHz'},https://example.com/motherboard_model_711_rev-81.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 767 Rev-11,Corsair,916.35,47,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_767_rev-11.jpg,A reliable motherboard designed for overclocking and heavy usage.
HDD,HDD Model 468 Rev-61,NVIDIA,756.17,46,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_468_rev-61.jpg,An SSD offering fast read/write speeds and durable performance.
SSD,SSD Model 748 Rev-98,Seagate,398.51,63,{'socket': 'LGA1700'},https://example.com/ssd_model_748_rev-98.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 393 Rev-48,Patriot,912.04,45,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_393_rev-48.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 775 Rev-68,AMD,139.44,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_775_rev-68.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 402 Rev-9,Kingston,812.4,13,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_402_rev-9.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 434 Rev-96,NVIDIA,603.15,85,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_434_rev-96.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 345 Rev-68,NVIDIA,743.02,41,{'speed': '3200MHz'},https://example.com/ram_model_345_rev-68.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 675 Rev-18,NVIDIA,369.16,38,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_675_rev-18.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 554 Rev-36,Kingston,800.92,77,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_554_rev-36.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 609 Rev-46,Corsair,204.19,91,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_609_rev-46.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 480 Rev-36,Intel,604.66,90,{'socket': 'LGA1700'},https://example.com/motherboard_model_480_rev-36.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 489 Rev-57,Seagate,504.95,45,{'speed': '3200MHz'},https://example.com/motherboard_model_489_rev-57.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 296 Rev-46,Intel,663.86,54,{'socket': 'LGA1700'},https://example.com/ssd_model_296_rev-46.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 121 Rev-61,AMD,472.56,76,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_121_rev-61.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 995 Rev-95,Seagate,626.77,39,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_995_rev-95.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 931 Rev-98,Intel,261.39,48,{'socket': 'LGA1700'},https://example.com/ssd_model_931_rev-98.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 341 Rev-50,Gigabyte,975.43,65,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_341_rev-50.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 462 Rev-66,Seagate,76.6,67,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_462_rev-66.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 948 Rev-61,Patriot,391.75,15,{'speed': '3200MHz'},https://example.com/cpu_model_948_rev-61.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 729 Rev-57,Intel,244.14,38,{'speed': '3200MHz'},https://example.com/gpu_model_729_rev-57.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 386 Rev-42,AMD,797.9,61,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_386_rev-42.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Motherboard,Motherboard Model 111 Rev-84,Seagate,652.08,53,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_111_rev-84.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 459 Rev-15,Corsair,732.68,26,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_459_rev-15.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 829 Rev-29,Seagate,719.51,70,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_829_rev-29.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 888 Rev-59,NVIDIA,729.21,84,{'speed': '3200MHz'},https://example.com/motherboard_model_888_rev-59.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 127 Rev-11,Intel,354.4,91,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_127_rev-11.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 663 Rev-85,Intel,523.86,57,{'socket': 'LGA1700'},https://example.com/ssd_model_663_rev-85.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 391 Rev-23,Intel,656.87,15,{'speed': '3200MHz'},https://example.com/case_model_391_rev-23.jpg,An SSD offering fast read/write speeds and durable performance.
SSD,SSD Model 133 Rev-71,Corsair,578.02,41,{'socket': 'LGA1700'},https://example.com/ssd_model_133_rev-71.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 959 Rev-63,AMD,693.86,40,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_959_rev-63.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 645 Rev-70,AMD,231.05,82,{'socket': 'LGA1700'},https://example.com/motherboard_model_645_rev-70.jpg,An SSD offering fast read/write speeds and durable performance.
SSD,SSD Model 693 Rev-49,Seagate,914.01,82,{'socket': 'LGA1700'},https://example.com/ssd_model_693_rev-49.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 242 Rev-64,Seagate,68.42,77,{'speed': '3200MHz'},https://example.com/ram_model_242_rev-64.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 585 Rev-26,Patriot,318.12,76,{'socket': 'LGA1700'},https://example.com/gpu_model_585_rev-26.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 445 Rev-37,AMD,283.82,12,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_445_rev-37.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
CPU,CPU Model 158 Rev-46,Kingston,187.71,38,{'socket': 'LGA1700'},https://example.com/cpu_model_158_rev-46.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 181 Rev-57,Patriot,232.34,44,{'speed': '3200MHz'},https://example.com/case_model_181_rev-57.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 696 Rev-70,Intel,833.94,33,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_696_rev-70.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 488 Rev-15,AMD,308.58,15,{'speed': '3200MHz'},https://example.com/psu_model_488_rev-15.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 863 Rev-76,Corsair,77.02,27,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_863_rev-76.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 224 Rev-65,Corsair,264.23,40,{'speed': '3200MHz'},https://example.com/ram_model_224_rev-65.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 727 Rev-2,Seagate,778.58,64,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_727_rev-2.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 889 Rev-30,Intel,861.37,99,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_889_rev-30.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 304 Rev-81,Gigabyte,327.68,75,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_304_rev-81.jpg,Fast and efficient RAM for smooth multitasking and gaming.
